Prg TRTbl Name,CRF ID,Description,CRF Change Type,SR No,Status,SR Assigned to,CRF Logged date,Implementation by BASIS Team,CRF Closer Date,CR Status,CRF Initiator,Assigned Executive User Name,Master Data General Configuration,Assigned Work Group Name,Owner Work Group Name,Information,Pre Migration Approved 2,Pre Migration Approved 2 Time,Pre Migration Approved 3,Pre Migration Approved 3 Time,Level 3 Approved By Name,Level 3 Approval Date,Level 4 Approved By Name,Level 4 Approval Date
Database change only.,6885,"1.Request to prepare the Digitalization of AMD Full & Final settlement on E-Portal. 2.Full and final request no coming at Div Head SRQT- Emp Code-4103 (case no63,102,82 &42)",Normal,105251,Resolved,Rishab Aggarwal,2025-07-31 17:37:09.887,2025-08-23 20:02:41.140,2025-08-23 20:02:41.140,Implementation Review Closed,Priyanka .,Sumit Kumar,No,IT Support [Hirise -Infrastructure],IT Support (Employee Portal),"Request to prepare the Digitalization of AMD Full & Final settlement on E-Portal under Workflow Approval in dynamic form as per the attached approval note. Note : 1)Designation, Department Name, Operation name is as per 102 Ki ORG.2)If there will be any change in Employee, Department name, Division name, Operation name maping should be automatically fetched from the production server of the EPortal.3)Option of skip/ replacement of employee should be given to the initiator.","Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Aug 18 2025 10:14AM,Aug 12 2025 11:31AM,Aug 13 2025 4:51AM,Aug 13 2025 3:23AM",Bhasker Chhabra,Aug 18 2025 12:05PM,,,,
Change logs attached,6889,Disha Portal Registration Number display across 3 MIS reports,Normal,104701,Resolved,Savin Chandel,2025-08-01 08:34:42.503,2025-08-14 07:43:02.050,2025-08-14 07:43:02.050,Implementation Review Closed,Vishal Saini,DataCenter,No,IT Support (Infra),IT Support (Disha Portal),Disha Portal Registration Number display across 3 MISHSRP Pendency Report Dashboard new report show only pendencyupload dealer code ZM RM mapping in disha front end option to uploadBulk HSRP order process by dealer - upload excel to place HSRP order,"Amit Taneja,Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Aug 4 2025 5:54AM,Aug 4 2025 6:17AM,Aug 4 2025 3:14PM,Aug 4 2025 6:43AM,Aug 4 2025 7:41AM",Bhasker Chhabra,Aug 4 2025 3:28PM,,,,
Database change only.,6892,Error during vendor unblock activity. Vendor code and name not visible in portal. For this activity we need to change data so need this CR.,Normal,103938,Resolved,Abhishek .,2025-08-02 09:55:43.557,2025-08-23 20:03:06.883,2025-08-23 20:03:06.883,Implementation Review Closed,Priyanka .,Sumit Kumar,No,IT Support [Hirise -Infrastructure],IT Support (Employee Portal),Error during vendor unblock activity. Vendor code and name not visible in portal.,"Ashish Dogra,Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Aug 18 2025 8:15AM,Aug 14 2025 10:25AM,Aug 12 2025 11:31AM,Aug 13 2025 4:50AM,Aug 13 2025 3:23AM",Bhasker Chhabra,Aug 18 2025 12:04PM,,,,
,6895,2 Nos of CCTV Camera [NMC Office] need to be add in existing NVR & Switch. NVR IP - 10.116.88.222 Switch IP- 10.116.89.67 Cameras IP- 10.116.88.89 & 10.116.88.166,Normal,105160,New,,2025-08-02 16:28:11.280,2025-08-13 14:16:13.807,2025-08-13 14:16:13.807,Implementation Review Closed,Pawan Tanwar,Chhotelal Pal,No,OT Security 1F,OT Security,2 no's of CCTV Cameras need to be installed in NMC office.,Rahul Gupta,Aug 13 2025 9:14AM,,,"Amit Taneja,Ashish Dogra,Amarjeet Singh,Goji Sugita","Aug 4 2025 5:56AM,Aug 2 2025 11:45AM,Aug 4 2025 3:51AM,Aug 2 2025 11:45AM",Bhasker Chhabra,Aug 4 2025 3:25PM
,6896,VAPT Gap closer of WLC,Normal,104182,Resolved,Deepshikha .,2025-08-03 11:23:58.000,2025-08-25 06:34:05.360,2025-08-25 06:34:05.360,Implementation Review Closed,Patel Ankitkumar Ghanshyambhai,Patel Ankitkumar Ghanshyambhai,No,Network Support(4F),Network Support(4F),To remove the vulnerability in WLC we need to apply new SSL/TLS certificate with SHA2 algorithm. HMSI-4F-WLC-C9800-10.116.11.13,Akshat Kumar Puri,Aug 25 2025 1:12AM,,,"Amit Taneja,Ashish Dogra,Mosharraf Imam,Goji Sugita","Aug 4 2025 5:56AM,Aug 4 2025 6:17AM,Aug 4 2025 6:43AM,Aug 4 2025 7:41AM",Bhasker Chhabra,Aug 4 2025 3:24PM
Change log attached,6903,Manual FAR Preparation through BOT,Normal,104843,Resolved,Shubham Mishra,2025-08-04 16:36:40.293,2025-08-27 08:57:54.617,2025-08-27 08:57:54.617,Implementation Review Closed,Nikita Pal,DataCenter,No,IT Support (Infra),IT Support (RPA),RPA- This is a request for Manual FAR Preparation through BOT.,"Amit Taneja,Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Aug 20 2025 4:49AM,Aug 21 2025 12:00PM,Aug 20 2025 4:30AM,Aug 20 2025 5:14AM,Aug 20 2025 7:49AM",Bhasker Chhabra,Aug 21 2025 1:08PM,,,,
Code merge - CRM Application,6904,"Change required in Job card Mobility and Enquiry mobility applications, due to issues occurred during last deployment on 03rd Aug.",Normal,105285,Resolved,Shubhi Tiwari,2025-08-04 18:52:06.333,2025-08-19 15:28:54.353,2025-08-19 15:28:54.353,Implementation Review Closed,Shubhi Tiwari,Alok Kumar Singh,No,IT Support (Mobility),IT Support (Mobility),"Change required in Job card Mobility and Enquiry mobility applications, due to issues occurred during last deployment on 03rd Aug.","Amit Taneja,Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Aug 4 2025 3:14PM,Aug 4 2025 3:19PM,Aug 4 2025 3:14PM,Aug 4 2025 3:16PM,Aug 4 2025 3:11PM",Bhasker Chhabra,Aug 4 2025 3:23PM,,,,
,6907,"Dear San, Please approve the service pack update activity (From 7200-05-08-2420 to 7200-05-09-2446) on AIX 7.2 servers. Servers detail and POA attached.",Normal,104714,Resolved,DataCenter,2025-08-05 10:09:16.737,2025-08-25 10:32:24.350,2025-08-25 10:32:24.350,Implementation Review Closed,Hitesh Kumar,Hitesh Kumar,No,IT Support [Hirise -Infrastructure],IT Support [Hirise -Infrastructure],"Dear San, Please approve the service pack update activity (From 7200-05-08-2420 to 7200-05-09-2446) on AIX 7.2 servers. Servers detail and POA attached.",Akshat Kumar Puri,Aug 25 2025 5:12AM,,,"Amit Taneja,Ashish Dogra,Mosharraf Imam,Goji Sugita","Aug 5 2025 6:29AM,Aug 5 2025 11:57AM,Aug 5 2025 12:21PM,Aug 5 2025 7:32AM",Bhasker Chhabra,Aug 5 2025 12:58PM
,6908,"Dear Sir, Please approve the firmware update activity (From 08.75.00.00.008 to BuildID: 08.90.06.00.002 [11.90R3]) on Lenovo (Used for LA server) storage. Detail POA attached.",Normal,104716,Resolved,Hitesh Kumar,2025-08-05 10:45:26.667,2025-08-21 10:28:21.597,2025-08-21 10:28:21.597,Implementation Review Closed,Hitesh Kumar,Hitesh Kumar,No,IT Support [Hirise -Infrastructure],IT Support [Hirise -Infrastructure],"Dear Sir, Please approve the firmware update activity (From 08.75.00.00.008 to BuildID: 08.90.06.00.002 [11.90R3]) on Lenovo (Used for LA server) storage. Detail POA attached.",Akshat Kumar Puri,Aug 21 2025 5:12AM,,,"Ashish Dogra,Mosharraf Imam,Goji Sugita","Aug 14 2025 9:47AM,Aug 14 2025 7:28AM,Aug 13 2025 7:59AM",Bhasker Chhabra,Aug 14 2025 3:59PM
ImportDataRepository.cs Template files : CPC_Commercial_Credit_Note_Format Centralised_Commercial_Credit_Note_Format,6909,Need to update new warehouse address with complete details in Claim Portal Application,Normal,104415,Resolved,Savin Chandel,2025-08-05 10:48:39.737,2025-08-26 14:00:34.907,2025-08-26 14:00:34.907,Implementation Review Closed,Vishal Saini,DataCenter,No,IT Support (Infra),IT Support (Disha Portal),"New warehouse address with complete details need to update in master for Inst. Sales (CSD, CPC, CENTRALISED, DECENTRALISED, SPECIAL SCHEME) Commercial claims.","Amit Taneja,Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Aug 11 2025 11:53AM,Aug 12 2025 7:09AM,Aug 11 2025 10:51AM,Aug 11 2025 11:10AM,Aug 12 2025 2:51AM",Bhasker Chhabra,Aug 12 2025 8:22AM,,,,
Multiple application components have been added and updated to fulfill the new requirements outlined in the attached document. On Github is uploaded. Changes will be on honda_eportal workspace.,6911,"Kindly do the below enhancements in Task Management process: 1. The Assign_to filter should display both tasks created by and assigned to the selected associate. 2. The task delegation history should be visible in the task details. 3. The Task Owner's name should be displayed in the Grid view. 4. Team Tasks logic updated to see all team member working as per section, department, division and operation.",Normal,104823,Resolved,Priyansh Saxena,2025-08-05 11:00:42.763,2025-08-07 16:58:53.143,2025-08-07 16:58:53.143,Implementation Review Closed,Priyansh Saxena,Priyansh Saxena,No,Apex Application,Apex Application,"Kindly do the below enhancements in Task Management process: 1. The Assign_to filter should display both tasks created by and assigned to the selected associate. 2. The task delegation history should be visible in the task details. 3. The Task Owner's name should be displayed in the Grid view. 4. Team Tasks logic updated to see all team member working as per section, department, division and operation.","Amit Taneja,Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Aug 6 2025 7:07AM,Aug 6 2025 8:32AM,Aug 6 2025 5:38AM,Aug 6 2025 8:55AM,Aug 6 2025 4:03AM",Bhasker Chhabra,Aug 6 2025 12:34PM,,,,
Multiple application components have been added and updated to fulfill the new requirements outlined in the attached document. On Github is uploaded. Changes will be on honda_eportal workspace.,6911,"Kindly do the below enhancements in Task Management process: 1. The Assign_to filter should display both tasks created by and assigned to the selected associate. 2. The task delegation history should be visible in the task details. 3. The Task Owner's name should be displayed in the Grid view. 4. Team Tasks logic updated to see all team member working as per section, department, division and operation.",Normal,105224,Resolved,Priyansh Saxena,2025-08-05 11:00:42.763,2025-08-07 16:58:53.143,2025-08-07 16:58:53.143,Implementation Review Closed,Priyansh Saxena,Priyansh Saxena,No,Apex Application,Apex Application,"Kindly do the below enhancements in Task Management process: 1. The Assign_to filter should display both tasks created by and assigned to the selected associate. 2. The task delegation history should be visible in the task details. 3. The Task Owner's name should be displayed in the Grid view. 4. Team Tasks logic updated to see all team member working as per section, department, division and operation.","Amit Taneja,Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Aug 6 2025 7:07AM,Aug 6 2025 8:32AM,Aug 6 2025 5:38AM,Aug 6 2025 8:55AM,Aug 6 2025 4:03AM",Bhasker Chhabra,Aug 6 2025 12:34PM,,,,
SDVK965399,6913,"Asset Evaluation Group and Group Code. Impact Analysis: User will not be able to track the asset location, so we need to create asset evaluation group.",Normal,104599,Resolved,Mohit Agarwal,2025-08-05 12:48:19.823,2025-08-25 14:19:22.193,2025-08-25 14:19:22.193,Implementation Review Closed,Neelanshu Agarwal,Amit Kumar,No,IT Support (Enterprise Platform),IT Support (SAP FI and HR),Need to Create the Evaluation Group EV and 12 Evaluation Master.,"Amit Taneja,Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Aug 23 2025 9:48AM,Aug 23 2025 10:47AM,Aug 23 2025 9:05AM,Aug 23 2025 9:34AM,Aug 23 2025 9:52AM",Bhasker Chhabra,Aug 23 2025 5:04PM,,,,
CRM Application related pages/modules,6918,"Change required in Job card Mobility and Enquiry mobility applications, due to issues occurred during last deployment.",Normal,105489,Resolved,Shubhi Tiwari,2025-08-06 10:59:11.117,2025-08-19 15:33:02.407,2025-08-19 15:33:02.407,Implementation Review Closed,Shubhi Tiwari,Alok Kumar Singh,No,IT Support (Mobility),IT Support (Mobility),"Change required in Job card Mobility and Enquiry mobility applications, due to issues occurred during last deployment.","Amit Taneja,Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Aug 11 2025 11:48AM,Aug 11 2025 10:51AM,Aug 11 2025 10:58AM,Aug 11 2025 11:09AM,Aug 11 2025 11:47AM",Bhasker Chhabra,Aug 11 2025 12:09PM,,,,
,6924,New Service Request raised for - Infra Request\Enterprise Platform (DB / BASIS) -,Normal,104630,Resolved,Sandeep Sharma,2025-08-07 11:55:43.687,2025-08-27 14:56:50.560,2025-08-27 14:56:50.560,Implementation Review Closed,Sandeep Sharma,Amit Kumar,No,IT Support (Enterprise Platform),IT Support (Enterprise Platform),Need to update tomcat version 9.0.104 to 9.0.107 in open text Prd system 10.117.8.154 Reason: To resolve several vulnerabilities.,Amit Kumar Dubey,Aug 27 2025 9:42AM,,,"Ashish Dogra,Mosharraf Imam,Goji Sugita","Aug 18 2025 8:19AM,Aug 11 2025 11:02AM,Aug 12 2025 2:53AM",Bhasker Chhabra,Aug 18 2025 12:04PM
SDVK965523,6930,SAP SD:- Wrong manufacturing month updated on Vahan portal through Vahan portal Interface (6th August'25 Dispatch data),Emergency,105761,Resolved,Himanshu Sharma,2025-08-07 15:12:43.960,2025-08-11 07:34:04.170,2025-08-11 07:34:04.170,Implementation Review Closed,Nikki .,Amit Kumar,No,IT Support (Enterprise Platform),"IT Support (SAP SD, CS, PI)","System send the dispatch data on Vahan portal on N+1 day, but on 7th Aug'25 system send the wrong manufacturing month in vahan portal due to system bug.","Amit Taneja,Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Aug 8 2025 7:17AM,Aug 8 2025 9:40AM,Aug 8 2025 11:29AM,Aug 8 2025 10:15AM,Aug 8 2025 9:46AM",Bhasker Chhabra,Aug 9 2025 3:30PM,,,,
Multiple changes have been done for adding process for upload image. On Github is uploaded. Changes will be done on honda_eportal workspace.,6931,Requesting for process re-initiation. Enhancement request: Request closure process to be included: User will be mandated to upload riding pictures to close the booking request.,Normal,102447,Resolved,Priyansh Saxena,2025-08-07 17:06:59.413,2025-08-27 10:56:47.407,2025-08-27 10:56:47.407,Implementation Review Closed,Priyansh Saxena,Priyansh Saxena,No,Apex Application,Apex Application,"A new requirement has been introduced for the development of the Request Closure Process: users will now be mandated to upload riding pictures in order to successfully close a booking request. When the current date crosses end date of the slot, the user will have option to upload image, regular reminder will be sent for the same. If the user do not upload image, admin team will not be able to close the request. And they will keep on getting same reminder for closing request. Additionally, more than four reminder emails have already been created to support this process.","Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Aug 18 2025 8:19AM,Aug 12 2025 10:44AM,Aug 13 2025 4:50AM,Aug 12 2025 11:00AM",Bhasker Chhabra,Aug 18 2025 12:04PM,,,,
Database change only.,6933,".Previous request showing and stating pendency. Not even cancelling by system. System error since long. Require doing the needful. Cooperation in this regard will be highly appreciable. 2.Material code creation was raised on 04-07-25 and same was approved till finance department but material code not yet generated. Request ID - C055348 3.Dear San, With ref to trail mail unable to raise invoice due to wrongly updated the GST no. in master.-Customer code- 5FF006M96C. 4.please cancel my tour only request id:235126 , Tour period: 09.07.25 TO 10.07.25",Normal,103285,Resolved,Rajesh Roshan,2025-08-07 17:49:00.587,2025-08-27 12:12:39.640,2025-08-27 12:12:39.640,Implementation Review Closed,Priyanka .,Sumit Kumar,No,IT Support [Hirise -Infrastructure],IT Support (Employee Portal),".Previous request showing and stating pendency. Not even cancelling by system. System error since long. Require doing the needful. Cooperation in this regard will be highly appreciable. 2.Material code creation was raised on 04-07-25 and same was approved till finance department but material code not yet generated. Request ID - C055348 3.Dear San, With ref to trail mail unable to raise invoice due to wrongly updated the GST no. in master.-Customer code- 5FF006M96C. 4.please cancel my tour only request id:235126 , Tour period: 09.07.25 TO 10.07.25","Amit Taneja,Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Aug 21 2025 8:05AM,Aug 21 2025 11:57AM,Aug 21 2025 5:45AM,Aug 21 2025 5:40AM,Aug 21 2025 5:06AM",Bhasker Chhabra,Aug 21 2025 1:08PM,,,,
Database change only.,6933,".Previous request showing and stating pendency. Not even cancelling by system. System error since long. Require doing the needful. Cooperation in this regard will be highly appreciable. 2.Material code creation was raised on 04-07-25 and same was approved till finance department but material code not yet generated. Request ID - C055348 3.Dear San, With ref to trail mail unable to raise invoice due to wrongly updated the GST no. in master.-Customer code- 5FF006M96C. 4.please cancel my tour only request id:235126 , Tour period: 09.07.25 TO 10.07.25",Normal,103975,Resolved,Rajesh Roshan,2025-08-07 17:49:00.587,2025-08-27 12:12:39.640,2025-08-27 12:12:39.640,Implementation Review Closed,Priyanka .,Sumit Kumar,No,IT Support [Hirise -Infrastructure],IT Support (Employee Portal),".Previous request showing and stating pendency. Not even cancelling by system. System error since long. Require doing the needful. Cooperation in this regard will be highly appreciable. 2.Material code creation was raised on 04-07-25 and same was approved till finance department but material code not yet generated. Request ID - C055348 3.Dear San, With ref to trail mail unable to raise invoice due to wrongly updated the GST no. in master.-Customer code- 5FF006M96C. 4.please cancel my tour only request id:235126 , Tour period: 09.07.25 TO 10.07.25","Amit Taneja,Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Aug 21 2025 8:05AM,Aug 21 2025 11:57AM,Aug 21 2025 5:45AM,Aug 21 2025 5:40AM,Aug 21 2025 5:06AM",Bhasker Chhabra,Aug 21 2025 1:08PM,,,,
Database change only.,6933,".Previous request showing and stating pendency. Not even cancelling by system. System error since long. Require doing the needful. Cooperation in this regard will be highly appreciable. 2.Material code creation was raised on 04-07-25 and same was approved till finance department but material code not yet generated. Request ID - C055348 3.Dear San, With ref to trail mail unable to raise invoice due to wrongly updated the GST no. in master.-Customer code- 5FF006M96C. 4.please cancel my tour only request id:235126 , Tour period: 09.07.25 TO 10.07.25",Normal,104084,Resolved,Rajesh Roshan,2025-08-07 17:49:00.587,2025-08-27 12:12:39.640,2025-08-27 12:12:39.640,Implementation Review Closed,Priyanka .,Sumit Kumar,No,IT Support [Hirise -Infrastructure],IT Support (Employee Portal),".Previous request showing and stating pendency. Not even cancelling by system. System error since long. Require doing the needful. Cooperation in this regard will be highly appreciable. 2.Material code creation was raised on 04-07-25 and same was approved till finance department but material code not yet generated. Request ID - C055348 3.Dear San, With ref to trail mail unable to raise invoice due to wrongly updated the GST no. in master.-Customer code- 5FF006M96C. 4.please cancel my tour only request id:235126 , Tour period: 09.07.25 TO 10.07.25","Amit Taneja,Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Aug 21 2025 8:05AM,Aug 21 2025 11:57AM,Aug 21 2025 5:45AM,Aug 21 2025 5:40AM,Aug 21 2025 5:06AM",Bhasker Chhabra,Aug 21 2025 1:08PM,,,,
Database change only.,6933,".Previous request showing and stating pendency. Not even cancelling by system. System error since long. Require doing the needful. Cooperation in this regard will be highly appreciable. 2.Material code creation was raised on 04-07-25 and same was approved till finance department but material code not yet generated. Request ID - C055348 3.Dear San, With ref to trail mail unable to raise invoice due to wrongly updated the GST no. in master.-Customer code- 5FF006M96C. 4.please cancel my tour only request id:235126 , Tour period: 09.07.25 TO 10.07.25",Normal,104281,Resolved,Rajesh Roshan,2025-08-07 17:49:00.587,2025-08-27 12:12:39.640,2025-08-27 12:12:39.640,Implementation Review Closed,Priyanka .,Sumit Kumar,No,IT Support [Hirise -Infrastructure],IT Support (Employee Portal),".Previous request showing and stating pendency. Not even cancelling by system. System error since long. Require doing the needful. Cooperation in this regard will be highly appreciable. 2.Material code creation was raised on 04-07-25 and same was approved till finance department but material code not yet generated. Request ID - C055348 3.Dear San, With ref to trail mail unable to raise invoice due to wrongly updated the GST no. in master.-Customer code- 5FF006M96C. 4.please cancel my tour only request id:235126 , Tour period: 09.07.25 TO 10.07.25","Amit Taneja,Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Aug 21 2025 8:05AM,Aug 21 2025 11:57AM,Aug 21 2025 5:45AM,Aug 21 2025 5:40AM,Aug 21 2025 5:06AM",Bhasker Chhabra,Aug 21 2025 1:08PM,,,,
,6937,New job needs to be scheduled to send the dispatch data to Disha FTP on a N-1 day basis . Details are attached,Normal,102695,Resolved,Amit Kumar,2025-08-08 08:38:34.373,2025-08-23 16:27:05.700,2025-08-23 16:27:05.700,Implementation Review Closed,Prasun Mishra,Amit Kumar,No,IT Support (Enterprise Platform),IT Support (Enterprise Platform),"Job is require to enable dispatch data transfer to Disha FTP on an N-1 day basis. As per TTL, the current process does not generate dispatch files in SAP for loads dispatched between 10:50 PM and midnight due to the absence of an automated job. Currently, users must manually push these files. TTL has recommended implementing an automated mode, where a new job will be created to handle this process. A separate FTP file will be sent for N-1 day loads accordingly.",Amit Kumar Dubey,Aug 23 2025 11:12AM,,,"Ashish Dogra,Mosharraf Imam,Goji Sugita","Aug 14 2025 9:46AM,Aug 13 2025 4:49AM,Aug 12 2025 10:57AM",Bhasker Chhabra,Aug 18 2025 12:01PM
,6946,We need to display the following message on the SAP Logon welcome screen to ensure users understand that SAP Data Archiving is currently in progress. Please note that ECC (SPR) Client 300 may also needs to be opened .,Normal,105641,Resolved,Sandeep Sharma,2025-08-08 14:58:56.597,2025-08-22 11:29:05.030,2025-08-22 11:29:05.030,Implementation Review Closed,Prasun Mishra,Amit Kumar,No,IT Support (Enterprise Platform),IT Support (Enterprise Platform),"Required message : To manage data efficiently and maintain optimal system performance, the SAP Data Archiving Project is currently active. As part of this initiative, data older than N+2 years has been archived. Users will only be able to access data from the last two years within the system. Plan is attached",Amit Kumar Dubey,Aug 22 2025 6:06AM,,,"Ashish Dogra,Mosharraf Imam,Goji Sugita","Aug 18 2025 6:05AM,Aug 14 2025 6:19AM,Aug 13 2025 12:18PM",Bhasker Chhabra,Aug 18 2025 12:00PM
,6948,"As Ariba certificate is about to expire , Need to renew Ariba certificate in SAP ECC production system",Normal,105980,Resolved,Prasun Mishra,2025-08-11 16:21:42.397,2025-08-13 11:12:29.870,2025-08-13 11:12:29.870,Implementation Review Closed,Prasun Mishra,Amit Kumar,No,IT Support (Enterprise Platform),IT Support (Enterprise Platform),"As Ariba certificate is about to expire soon , we need to renew it immediately in SAP ECC production system . We have already renewed in quality system and now need to implement in production system . Detailed plan is attached",Amit Kumar Dubey,Aug 13 2025 6:13AM,,,"Amit Taneja,Ashish Dogra,Mosharraf Imam,Goji Sugita","Aug 11 2025 12:28PM,Aug 12 2025 7:12AM,Aug 11 2025 11:09AM,Aug 12 2025 2:52AM",Bhasker Chhabra,Aug 12 2025 8:21AM
SDVK965671 CR6949 : SAP HR Hold SPL Leave Go Live till SEP 2025 SDVK965712 CR6949 : SAP HR Hold SPL Leave Go Live till SEP 2025,6949,"SAP HR:- Regarding Special leave, Roll back to make the changes go-live effective from 01 September 2025",Normal,70131,Resolved,Sarvada Kamble,2025-08-11 16:32:44.020,2025-08-21 08:08:55.320,2025-08-21 08:08:55.320,Implementation Review Closed,Nikki .,Amit Kumar,No,IT Support (Enterprise Platform),IT Support (SAP FI and HR),Financial Impact : NoTax Impact : NoPayable Impact : NoRequest Details : Special leaves balance should be display in the leave card of associates.Current situation_ Special leave balance is not displaying in leave card.Proposal_ Special leave balance should be visible in the Leave card.,"Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Aug 18 2025 8:34AM,Aug 14 2025 11:29AM,Aug 14 2025 1:07PM,Aug 14 2025 12:03PM",Bhasker Chhabra,Aug 18 2025 11:59AM,,,,
SDVK965374 ZMM_MRN_APPROVAL - MRN approval enhancements - MRN Prog SDVK964686 SAPMM-MRN & SRV Smartform Changes - Smartform,6952,MRN Workflow Process Enhancement (Impact is mentioned in request description),Normal,104663,Resolved,Amit Kumar,2025-08-12 09:27:05.270,2025-08-18 10:46:37.820,2025-08-18 10:46:37.820,Implementation Review Closed,Gaurav Mishra,Amit Kumar,No,IT Support (Enterprise Platform),"IT Support (SAP MM, QM, PP, PM, PI)",MRN Workflow Process Enhancement Impact: There will be an impact over the MRN Workflow Process new points to be incorporated hence will ensure the do complete testing for entire module and attach the test scenarios.,"Ashish Dogra,Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Aug 14 2025 9:14AM,Aug 14 2025 9:14AM,Aug 14 2025 9:17AM,Aug 14 2025 6:19AM,Aug 14 2025 8:44AM",Bhasker Chhabra,Aug 14 2025 4:00PM,,,,
,6953,Security note implementation - jun & Jul 2025 Release . In SAP PI system patch of below component will be upgraded . Complete details are attached .,Normal,105412,Resolved,Prasun Mishra,2025-08-12 12:23:48.720,2025-08-18 11:07:04.303,2025-08-18 11:07:04.303,Implementation Review Closed,Prasun Mishra,Amit Kumar,No,IT Support (Enterprise Platform),IT Support (Enterprise Platform),SNOTE Software Component Current Version Target version 3610591 VCBASE 7.50 - SP027 Patch 0 7.50 - SP027 Patch 1 3620498 EP RUNTIME 7.50-SP027 Patch 0 7.50 - SP027 Patch 7 3621236 EP-ADMIN 7.50-SP027 Patch 0 7.50 - SP027 Patch 3 3610892 J2EE-APPS 7.50-SP027 Patch 12 7.50 - SP027 Patch 15,Amit Kumar Dubey,Aug 18 2025 5:43AM,,,"Ashish Dogra,Ashish Dogra,Mosharraf Imam,Goji Sugita","Aug 14 2025 6:24AM,Aug 14 2025 4:37AM,Aug 13 2025 4:49AM,Aug 13 2025 3:22AM",Bhasker Chhabra,Aug 14 2025 8:58AM
,6954,Need to create jobs in SAP ECC PRD system for sending UD pending data to users' email addresses on a daily basis.,Normal,105643,Resolved,Amit Kumar,2025-08-12 14:30:21.000,2025-08-18 17:42:04.187,2025-08-18 17:42:04.187,Implementation Review Closed,Sandeep Sharma,Amit Kumar,No,IT Support (Enterprise Platform),IT Support (Enterprise Platform),Need to create jobs in SAP ECC PRD system for sending UD pending data to users' email addresses on a daily basis.,Amit Kumar Dubey,Aug 18 2025 12:43PM,,,"Ashish Dogra,Ashish Dogra,Mosharraf Imam,Goji Sugita","Aug 14 2025 11:48AM,Aug 14 2025 9:42AM,Aug 14 2025 6:19AM,Aug 14 2025 8:45AM",Bhasker Chhabra,Aug 18 2025 11:09AM
Deployment of Disha applications and services from OCI server to new on-premise server DB team will migrate Disha DB from OCI to on-premise,6959,Need to migrate the Disha portal application from Oracle cloud to on-Premise,Normal,106054,Resolved,Vishal Saini,2025-08-13 12:05:52.000,2025-08-20 16:58:05.220,2025-08-20 16:58:05.220,Implementation Review Closed,Vishal Saini,DataCenter,No,IT Support (Infra),IT Support (Disha Portal),"As per 102ki Business plan we have taken zero budget opportunity to migrate the Disha portal application from Oracle cloud to DC center, Noida (on-Premise). Migration Plan attached.","Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Aug 15 2025 9:10AM,Aug 15 2025 10:12AM,Aug 15 2025 8:42AM,Aug 15 2025 8:31AM",Bhasker Chhabra,Aug 15 2025 12:36PM,,,,
,6966,SAP STAR Report (S/4HANA Trusted Authorization Review) . Need to implement SAP Note 3113382 in ECC production system . TR : SDVK965751 TPPIT12203 SAP results and STAR report,Normal,105465,Resolved,Sandeep Sharma,2025-08-13 16:38:23.750,2025-08-18 15:36:44.107,2025-08-18 15:36:44.107,Implementation Review Closed,Prasun Mishra,Amit Kumar,No,IT Support (Enterprise Platform),IT Support (Enterprise Platform),The STAR Report is a tool designed to help organizations transition from SAP ECC to S/4HANA by analyzing and optimizing user licensing requirements: Purpose: It estimates the number of Full Use Equivalents (FUE) or S/4HANA Enterprise Management users needed based on current ECC user authorizations 21. Key Component: The Authorization Object Analyzer (SAP Note 3113382) simulates S/4HANA license needs by mapping ECC user roles and authorizations to S/4HANA We need to move below TR in ECC production system . TR : SDVK965751 TPPIT12203 SAP results and STAR report,Amit Kumar Dubey,Aug 18 2025 10:13AM,,,"Ashish Dogra,Mosharraf Imam","Aug 14 2025 8:51AM,Aug 14 2025 6:18AM",Bhasker Chhabra,Aug 14 2025 8:56AM
